Company,Rating,Type,Good Review,Bad Review
Puthur Infotech,3.7,IT Services & Consulting | Bengaluru +50 other locations,,
Three D Integrated Solutions Ltd,3.1,Aviation | Gurugram +28 other locations,,
Expeditors International,3.7,Logistics | Chennai +21 other locations,"Job Security, Company Culture, Work Life Balance","Promotions, Salary"
Orbit Techsol,3.5,IT Services & Consulting | New Delhi +21 other locations,,
HomeBazaar.com,3.6,Real Estate | Mumbai +9 other locations,,
ePack Durables Solutions,3.5,Electronics Manufacturing | Noida +13 other locations,,
GEETANJALI HOMESTATE,3.7,Real Estate | Gurugram +5 other locations,,
China State Construction Engineering Corporation,3.9,Engineering & Construction | New Delhi +29 other locations,Salary,"Promotions, Job Security"
SEW Eurodrive india,4.2,Auto Components | Chennai +24 other locations,"Company Culture, Work Life Balance, Job Security",Promotions
Jubilant Motorworks,4.0,Automobile | Bengaluru +17 other locations,,
Ushodaya Enterprises,4.0,FMCG | Hyderabad +28 other locations,"Job Security, Work Life Balance, Company Culture","Promotions, Salary"
Kalyan Toll Infrastructure,4.2,Engineering & Construction | Indore +35 other locations,"Company Culture, Work Life Balance, Salary",Promotions
Godrej Appliances,3.8,Consumer Electronics & Appliances | Pune +46 other locations,Job Security,"Promotions, Skill Development"
Clarion Technologies,3.9,IT Services & Consulting | Pune +8 other locations,"Work Life Balance, Company Culture, Work Satisfaction",Salary
Vikas Money,4.7,NBFC | Palakkad +9 other locations,,
Ester Industries,3.9,Petrochemicals | Khatima +12 other locations,"Work Life Balance, Job Security",Promotions
Canvera,3.7,Printing & Publishing | Bengaluru +28 other locations,Company Culture,Promotions
Vijay Tanks & Vessels,4.0,Engineering & Construction | Vadodara +21 other locations,,
Avis,3.5,Travel & Tourism | Gurugram +19 other locations,,
The Cosmos Co-operative Bank,3.5,Banking | Pune +24 other locations,Job Security,"Promotions, Company Culture, Work Satisfaction"
Windsor Machines,4.0,Industrial Machinery | Ahmedabad +18 other locations,"Work Life Balance, Company Culture, Job Security","Promotions, Salary"
Gokul Agro Resources,3.8,FMCG | Gandhidham +20 other locations,"Work Life Balance, Job Security, Work Satisfaction",Promotions
MBL Infrastructure Limited,3.9,Engineering & Construction | New Delhi +22 other locations,,
Ohmium,3.2,Power | Bengaluru +7 other locations,,
Indobevs,3.9,Beverage | New Delhi +24 other locations,Work Life Balance,"Company Culture, Job Security, Promotions"
JNET Technologies,3.6,IT Services & Consulting | Hyderabad +26 other locations,,
RJ Corp,4.2,Retail | Gurugram +38 other locations,,
Praxair,4.1,Chemicals | Bengaluru +28 other locations,"Company Culture, Work Satisfaction, Skill Development",Promotions
Ruby General Hospital,3.3,Healthcare | Kolkata +6 other locations,,
Medecins Sans Frontieres,4.3,Non-Profit | Mumbai +39 other locations,,
Extentia Information Technology,3.4,IT Services & Consulting | Pune +3 other locations,,
IRIS KPO Resourcing,3.9,Analytics & KPO | Chennai +2 other locations,"Work Life Balance, Company Culture, Work Satisfaction",Promotions
Target Publications,4.0,Printing & Publishing | Mumbai +10 other locations,,
Paytm Money,3.0,FinTech | Bengaluru +23 other locations,,
Alp Nishikawa,3.9,Auto Components | Gurugram +12 other locations,,
KDK Software,2.8,Software Product | Jaipur +15 other locations,,
CIMS Hospital,4.2,Healthcare | Ahmedabad +19 other locations,,
DNEG CREATIVE SERVICES,3.0,Animation & VFX | Mumbai +15 other locations,,
GKC Projects,4.5,Engineering & Construction | Hyderabad +26 other locations,,
Saudi Electricity Company,4.1,Power | Riyadh +20 other locations,"Company Culture, Work Life Balance, Work Satisfaction",Promotions
Timex Group India,3.9,Metals & Mining | Noida +30 other locations,"Work Life Balance, Job Security","Promotions, Skill Development"
Arvind Techno Engineers,3.9,Engineering & Construction | New Delhi +34 other locations,"Job Security, Salary",Promotions
Acma Computers,3.3,IT Services & Consulting | Mumbai +20 other locations,,
Pin Click,2.7,Real Estate | Bengaluru +7 other locations,,
Axalta Coating Systems,4.1,Chemicals | Vadodara +25 other locations,"Work Life Balance, Job Security, Salary",Promotions
Krishi Rasayan Exports,3.8,Import & Export | Ankleshwar +41 other locations,Work Life Balance,"Promotions, Work Satisfaction"
Apps Associates,3.7,IT Services & Consulting | Hyderabad +6 other locations,,
Sanmar Group,3.6,Chemicals | Chennai +19 other locations,Job Security,"Promotions, Company Culture, Work Life Balance"
Raksha TPA,4.1,Insurance | Faridabad +22 other locations,"Work Life Balance, Company Culture, Work Satisfaction",Promotions
A3logics,3.4,IT Services & Consulting | Jaipur +5 other locations,,
Caretel Infotech,3.5,Analytics & KPO | New Delhi +10 other locations,,
OnMobile Global,3.6,Telecom | Bengaluru +14 other locations,,
Edunet Foundation,4.1,Non-Profit | Bengaluru +46 other locations,"Work Life Balance, Skill Development, Company Culture","Salary, Promotions"
Oswal Castings,3.8,Metals & Mining | Faridabad +10 other locations,,
Apache Footwear,3.5,Fashion & Textile | Nellore +10 other locations,,
LoansJagat.com,3.8,Financial Services | Noida +1 other locations,,
Axalta Coating Systems,4.1,Chemicals | Vadodara +25 other locations,"Work Life Balance, Job Security, Salary",Promotions
Rudrabhishek Enterprises,3.2,Urban Transport | Noida +35 other locations,,
Gennova Biopharmaceuticals,4.2,Pharma | Pune +9 other locations,,
Marathon Electric India,3.5,Electrical Equipment | Faridabad +13 other locations,,
S.R.Batliboi & Co.,3.0,Accounting & Auditing | Gurugram +15 other locations,,
Cholayil Private Limited,4.1,FMCG | Chennai +33 other locations,"Work Life Balance, Salary",Promotions
Sleepwell,4.1,Furniture & Furnishing | New Delhi +72 other locations,"Work Life Balance, Company Culture, Job Security",Promotions
Sanmar Group,3.6,Chemicals | Chennai +19 other locations,Job Security,"Promotions, Company Culture, Work Life Balance"
Volksoft Technologies,4.2,Software Product | Hyderabad +2 other locations,,
Energy Efficiency Services,3.8,Power | New Delhi +35 other locations,"Work Life Balance, Company Culture","Promotions, Salary, Job Security"
AB Mauri India,3.9,Food Processing | Bengaluru +32 other locations,"Work Life Balance, Job Security, Company Culture",Promotions
Bhansali Engineering Polymers,3.3,Petrochemicals | Abu Road +13 other locations,,
Stats Perform,3.3,Sports & Recreation | Chennai +4 other locations,,
Sahyadri Industries,3.5,Building Material | Pune +28 other locations,,
OEN India,4.2,Auto Components | Pune +12 other locations,"Skill Development, Company Culture, Work Life Balance",Salary
Maharaja Agrasen Hospital,3.8,Healthcare | New Delhi +13 other locations,,
Loconav,3.1,Software Product | Gurugram +10 other locations,,
Rexel,3.4,Industrial Automation | Pune +25 other locations,,
Astec LifeSciences,3.8,Agro Chemicals | Mahad +10 other locations,"Company Culture, Work Life Balance, Job Security",Promotions
Roha Housing Finance,3.5,Financial Services | New Delhi +42 other locations,,
Jagran New Media,3.2,Internet | Noida +8 other locations,,
DAIMLER TRUCKS ASIA,3.8,Chennai +17 other locations,"Job Security, Work Life Balance","Promotions, Salary"
Dayal Fertilizers,3.7,Agro Chemicals | Meerut +49 other locations,Company Culture,"Promotions, Work Life Balance, Work Satisfaction"
AmpleLogic,4.0,Software Product | Hyderabad +1 other locations,,
Kifs Housing Finance,3.7,Financial Services | Mumbai +70 other locations,Salary,"Job Security, Promotions, Work Satisfaction"
Mangalam Landmarks,4.8,Real Estate | Pune +2 other locations,,
Eshopbox Ecommerce,2.8,Internet | Gurugram +5 other locations,,
AXIS Solutions,3.4,Industrial Automation | Hyderabad +17 other locations,,
Fare Labs,2.5,Analytics & KPO | Gurugram +6 other locations,,
Blowhorn,3.2,Logistics | Bengaluru +17 other locations,,
Repro India,3.3,FMCG | Mumbai +15 other locations,,
SCIO Management Solutions,4.4,BPO | Chennai +5 other locations,,
Maahi Milk Producer Company,4.2,Food Processing | Rajkot +30 other locations,,
SILA Group (India),3.6,Internet | Mumbai +23 other locations,,
Kent,3.4,Financial Services | Noida +56 other locations,,
CoLive,3.8,Real Estate | Bengaluru +10 other locations,,
Green Gene Enviro Protection And Infrastructure,3.6,Waste Management | Faridabad +30 other locations,,
EDR Continuous Information,2.9,IT Services & Consulting | Chennai +2 other locations,,
The House of Abhinandan Lodha,3.2,Real Estate | Mumbai +9 other locations,Salary,"Work Life Balance, Company Culture, Work Satisfaction"
Competition Team Technology,3.5,Electronics Manufacturing | Chennai +7 other locations,,
Hy Gro Chemicals Pharmtek,3.8,Pharma | Hyderabad +8 other locations,"Work Life Balance, Salary","Skill Development, Company Culture"
NSL Textiles,3.9,Fashion & Textile | Guntur +15 other locations,"Job Security, Company Culture, Work Life Balance",Promotions
IIHT,3.6,Education & Training | Bengaluru +29 other locations,,
CDM Smith,3.6,Engineering & Construction | Bengaluru +27 other locations,,
Cosmos Impex,4.2,Industrial Machinery | Vadodara +19 other locations,,
Liyaans Properties,4.8,Real Estate | Kolkata,,
BGD Tech PVT LTD,4.4,IT Services & Consulting | Bengaluru +2 other locations,,
Margadarsi Chit Fund,3.6,Financial Services | Hyderabad +30 other locations,Job Security,"Promotions, Salary, Skill Development"
Hero Future Energies,4.2,Power | New Delhi +21 other locations,,
E Pack Polymers,3.8,Packaging | Greater Noida +20 other locations,,
Osam Dairy,3.9,Agriculture | Ranchi +20 other locations,Work Life Balance,"Promotions, Job Security, Skill Development"
Frontizo Business Services,3.6,BPO | Chandigarh +13 other locations,,
The Souled Store,3.2,Fashion & Textile | Mumbai +19 other locations,,
Clean Science And Technology,3.5,Chemicals | Pune +5 other locations,,
Dishnet Wireless,4.3,Telecom | Kolkata +43 other locations,,
Bygging India,3.8,Engineering & Construction | New Delhi +34 other locations,"Job Security, Skill Development",Promotions
Bullmen Realty,3.1,Real Estate | Noida +13 other locations,,
Masters' Union School of Business,3.2,EdTech | Gurugram +3 other locations,,
VDart,4.0,IT Services & Consulting | Tiruchirappalli +7 other locations,"Company Culture, Skill Development, Work Satisfaction",Promotions
Ministry of Home Affairs,4.2,Government | New Delhi +31 other locations,"Work Life Balance, Company Culture, Work Satisfaction",Promotions
Cosmos Impex,4.2,Industrial Machinery | Vadodara +19 other locations,,
MasterSoft ERP Solutions,3.3,Software Product | Nagpur +14 other locations,,
Gainwell Technologies,4.2,IT Services & Consulting | Bengaluru +2 other locations,"Work Life Balance, Company Culture, Work Satisfaction",Promotions
LawSikho,4.0,New Delhi +9 other locations,,
Go Speedy Go,4.5,Automobile | Bhubaneswar +12 other locations,,
Vandana Global,2.8,Iron & Steel | Raipur +5 other locations,,
Karam Safety,4.3,Industrial Machinery | Lucknow +23 other locations,,
DST Worldwide Services,4.2,Hyderabad +6 other locations,,
TechMojo Solutions,4.0,IT Services & Consulting | Hyderabad +1 other locations,,
Bureau of Indian Standards,4.0,Government | New Delhi +28 other locations,"Work Life Balance, Work Satisfaction","Promotions, Job Security"
TezTecch,4.8,IT Services & Consulting | Nagpur,,
Maharishi Markandeshwar University,3.7,Education & Training | Ambala +10 other locations,Work Life Balance,Promotions
Orange Health Labs,4.0,Healthcare | Bengaluru +9 other locations,,
Ducat,3.5,Education & Training | Noida +12 other locations,,
Apis India Limited,3.5,Food Processing | New Delhi +47 other locations,,
Redington Group,3.8,IT Services & Consulting | Chennai +20 other locations,"Job Security, Work Life Balance","Promotions, Salary"
HeyCoach,3.9,Education & Training | Bengaluru +7 other locations,,
Eagle Infra,4.0,Engineering & Construction | Mumbai +45 other locations,,
Burger Singh,3.6,Hospitality | Gurugram +33 other locations,,
Hoonartek,3.5,IT Services & Consulting | Pune +8 other locations,,
TekisHub Consulting Services,3.8,IT Services & Consulting | Hyderabad +13 other locations,Work Life Balance,Promotions
IG Petrochemicals,3.4,Chemicals | Mumbai +11 other locations,,
Tropilite Foods,3.5,Food Processing | Gwalior +29 other locations,,
BookMyShow,3.7,Internet | Mumbai +13 other locations,Company Culture,"Promotions, Work Satisfaction, Job Security"
Kohler Power,4.0,Power | Pune +13 other locations,"Company Culture, Work Life Balance, Work Satisfaction","Job Security, Promotions"
CETPA InfoTech,3.4,IT Services & Consulting | Noida +10 other locations,,
Anu Industries,3.3,Packaging | Gurugram +15 other locations,,
CivilMantra Infracon Private Limited,3.7,Engineering & Construction | Gurugram +4 other locations,,
Moneyboxx Finance,3.6,NBFC | Mumbai +85 other locations,Salary,"Job Security, Promotions"
Lumiq,3.4,IT Services & Consulting | Noida +4 other locations,,
Japfa Comfeed India Private Limited,3.8,Agriculture | Pune +23 other locations,"Job Security, Salary",Promotions
J Mitra And Co,3.8,Medical Equipment | New Delhi +22 other locations,"Salary, Skill Development","Promotions, Company Culture, Job Security"
Indel Money,4.0,NBFC | Kochi +71 other locations,"Company Culture, Work Life Balance",Promotions
Delhi World Public School,3.6,Education & Training | Kolkata +58 other locations,,
DS-MAX Properties,3.7,Real Estate | Bengaluru +8 other locations,,
DSM Infocom,2.5,IT Services & Consulting | Mumbai +40 other locations,,
Zydus Pharma,3.6,Pharma | Ahmedabad +40 other locations,Salary,"Promotions, Company Culture, Work Satisfaction"
Accord Synergy,3.2,Hardware & Networking | Vadodara +28 other locations,,
Salasar Techno Engineering,4.0,Iron & Steel | Ghaziabad +28 other locations,,
ILJIN AUTOMOTIVE,3.7,Automobile | Chennai +13 other locations,,
Tata Main Hospital,3.8,Healthcare | Jamshedpur +12 other locations,Job Security,"Promotions, Salary"
Food Corporation of India,4.1,Government | New Delhi +68 other locations,,
Salasar Techno Engineering,4.0,Iron & Steel | Ghaziabad +28 other locations,,
Accord Synergy,3.2,Hardware & Networking | Vadodara +28 other locations,,
insightsoftware,3.7,Software Product | Hyderabad +5 other locations,Work Life Balance,"Promotions, Work Satisfaction, Job Security"
Royal Cyber,3.3,IT Services & Consulting | Bengaluru +11 other locations,,
Enrich Hair And Skin Solutions,3.6,Beauty & Personal Care | Mumbai +11 other locations,,
Shemaroo Entertainment,3.2,Media & Entertainment | Mumbai +3 other locations,,
Sun Direct TV,3.7,Telecom | Chennai +50 other locations,"Work Life Balance, Job Security","Promotions, Salary, Skill Development"
SOS Children's Village,3.4,Non-Profit | New Delhi +33 other locations,,
Epson,4.2,IT Services & Consulting | Bengaluru +52 other locations,"Company Culture, Work Life Balance, Work Satisfaction",Promotions
Kundan Group,3.2,Jewellery | New Delhi +21 other locations,,
DB Engineering & Consulting,4.2,Engineering & Construction | Bengaluru +12 other locations,,
